Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID
2023,160319,500 Lake Shore Drive,Submitted,500 Lake Shore Drive,60611,3.5,,Near North Side,Multifamily Housing,716899,2013,1,19602,77,17172846.6,16918419,,,,47.6,91.9,50.5,95,3301.4,4.6,41.898335,-87.6514,POINT (-87.6514 41.898335),2023-160319
2023,250137,Club Ouarters East Wacker Drive,Submitted,75 East Wacker Drive,60601,2.0,,Loop,Hotel,178845,1928,1,,49,6611497,13197000.1,,,,110.8,181,117.2,187.4,1626,9.1,41.791088,-87.601149,POINT (-87.601149 41.791088),2023-250137
2023,257098,,Not Covered 2024,2924 W Medill Ave,60647,,true,Logan Square,Residential,,,,,,,,,,,,,,,,,41.923882,-87.700911,POINT (-87.700911 41.923882),2023-257098
2023,159637,Hawthorne House,Submitted,3450 N Lake Shore Drive,60657,2.5,,Lake View,Multifamily Housing,530632,1968,1,14060,52,9521993.6,33638053.9,,,,81.3,116.8,88.4,123.8,3119,5.9,41.940019,-87.724744,POINT (-87.724744 41.940019),2023-159637
2023,251757,Thorp O,Submitted,6024 W Warwick Ave,60634,1.0,,Dunning,K-12 School,93200,1918,1,,15,2019672,8863460.1,,,,116.8,160.5,141.4,186.4,753.4,8.1,41.897254,-87.632868,POINT (-87.632868 41.897254),2023-251757
2023,101731,175 W. Jackson,Submitted,175 W. Jackson,60604,4.0,,Loop,Office,1809140,1928,1,7179,79,42299267.8,37583922,,28019232.2,,59.6,101.4,62.6,104.7,9391.4,5.2,41.922791,-87.653377,POINT (-87.653377 41.922791),2023-101731
2023,251478,Chicago World Language Academy,Submitted,1340 W Harrison St,60607,1.0,,Near West Side,K-12 School,74135,1989,1,,4,3390951.2,5661700.1,,,,122.1,208.3,136.2,223,775.2,10.5,41.882229,-87.757639,POINT (-87.757639 41.882229),2023-251478
2023,257065,,Not Covered 2024,3928 N Lincoln Ave,60613,,true,North Center,,,,,,,,,,,,,,,,,,41.953091,-87.678288,POINT (-87.678288 41.953091),2023-257065
2023,233591,Forty East Cedar Condominium,Submitted,40 E Cedar St,60611,3.5,,Near North Side,Multifamily Housing,96895,1968,1,,80,2247993.6,3353276,,,,57.8,101.3,62.4,105.7,492.6,5.1,41.897974,-87.626338,POINT (-87.626338 41.897974),2023-233591
2023,133879,Medinah Temple,Submitted,600-820 N. Wabash St.,60611,1.0,,Near North Side,Retail Store,130000,1912,1,,3,11652850,2655300,,,,110.1,272.4,110.1,272.4,1771.5,13.6,41.909544,-87.631535,POINT (-87.631535 41.909544),2023-133879
2023,165274,Hayes Manor Senior Apartments,Not Submitted,1211 W Marquette Rd,60636,0.0,,West Englewood,Residential,,,,,,,,,,,,,,,,,41.890844,-87.637895,POINT (-87.637895 41.890844),2023-165274
2023,251648,Spencer Elementary Academy -CPS,Not Covered 2024,214 N Lavergne Ave,60644,,true,Austin,K-12 School,,,,,,,,,,,,,,,,,41.885175,-87.750785,POINT (-87.750785 41.885175),2023-251648
2023,101871,123 N Wacker,Submitted,123 N Wacker,60606,3.5,,Loop,Office,555996,1986,1,3,73,24212053.4,,,,,43.5,121.9,46.3,129.8,3387.7,6.1,41.88779,-87.621279,POINT (-87.621279 41.88779),2023-101871
2023,250038,Brooks HS,Submitted,250 E 111th St,60628,1.0,,Roseland,K-12 School,264710,1914,5,,16,9940493.5,17861021.2,,,,105,176,116,187.6,2339.6,8.8,41.956185,-87.731068,POINT (-87.731068 41.956185),2023-250038
2023,120218,Walmart Supercenter #5402,Submitted,4650 W. North Avenue,60639,1.0,,Austin,Wholesale Club/Supercenter,141676,2010,1,7791,17,10537919.7,6801868,,,,122.4,258.7,129.8,266.2,1835.7,13,41.905651,-87.659799,POINT (-87.659799 41.905651),2023-120218
2023,251676,Clinton,Submitted,6110 N Fairfield Ave,60659,1.0,,West Ridge,K-12 School,136047,1926,3,,19,3872453,9277400,,,,96.7,151.3,110.8,166.2,1034.6,7.6,41.880206,-87.632168,POINT (-87.632168 41.880206),2023-251676
2023,119405,,Not Submitted,226 W Ontario St,60654,0.0,,Near North Side,Commercial,,,,,,,,,,,,,,,,,41.904296,-87.633082,POINT (-87.633082 41.904296),2023-119405
2023,100637,Addison Towers,Submitted,510-534 Addison,60616,3.5,,Lake View,Multifamily Housing,109224,1920,1,,55,855699.5,7165481,,,,73.4,90.8,81.5,99.5,500.3,4.6,41.902467,-87.633022,POINT (-87.633022 41.902467),2023-100637
2023,251627,Edison Park,Submitted,6220 N Olcott Ave,60631,1.5,,Norwood Park,K-12 School,60475,1948,2,,38,1786478.8,2271379.7,,,,67.1,122.2,76.3,131,370.6,6.1,41.729259,-87.554468,POINT (-87.554468 41.729259),2023-251627
2023,101519,239-Senior Suites of MarOuette Village,Submitted,7430 S. Rockwell,60629,4.0,,Chicago Lawn,Senior Living Community,77682,2010,1,4620,86,1892291.8,2831300.3,,,,60.8,106.5,64.7,110.4,415.2,5.3,41.866959,-87.726317,POINT (-87.726317 41.866959),2023-101519
2023,101722,500 West Monroe,Submitted,500 West Monroe,60661,4.0,,Near West Side,Office,1153491,1992,1,5567,87,51474333.9,,,,,44.6,124.9,47.2,132.2,7202.3,6.2,41.926514,-87.639296,POINT (-87.639296 41.926514),2023-101722
2023,101840,8602,Submitted,710 Lake Shore Dr,60611,1.0,,Near North Side,College/University,236060,1939,1,1321,,17537363.3,21943584.6,,,,167.2,305.6,180.8,319.9,3619.3,15.3,41.821634,-87.601944,POINT (-87.601944 41.821634),2023-101840
2023,157587,Loretto Hospital,Not Submitted,645 S Central Ave,60644,0.0,,Austin,Commercial,,,,,,,,,,,,,,,,,41.82269,-87.618374,POINT (-87.618374 41.82269),2023-157587
2023,251420,Carson,Submitted,5516 S Maplewood Ave,60629,1.0,,Gage Park,K-12 School,138015,1917,2,,8,5311238.6,9507810,,,,107.4,180.1,122.1,196,1248.2,9,41.883334,-87.62505,POINT (-87.62505 41.883334),2023-251420
2023,254329,901 S Plymouth,Submitted,901 South Plymouth Court,60605,3.0,,Loop,Multifamily Housing,161700,1979,1,,61,5164990.9,4942857.8,,,,62.5,121.5,68.8,134.1,985.2,6.1,41.862904,-87.701867,POINT (-87.701867 41.862904),2023-254329
2023,244534,One Museum Park East Condominium Association,Submitted,1211 S. Prairie Private,60605,3.5,,Near South Side,Multifamily Housing,952287,2008,1,,78,19108268.8,38626732.4,,,,60.6,98.8,65.1,103.5,4725.3,5,41.7796,-87.647269,POINT (-87.647269 41.7796),2023-244534
2023,240299,(IL1071) - The Pinnacle Condo (21 E. Huron St),Submitted,21 E. Huron St,60611,1.0,,Near North Side,Multifamily Housing,610691,2004,1,,11,30782445.2,7921997.1,,,,63.4,154.8,68.9,170.1,4727.8,7.7,41.838327,-87.617613,POINT (-87.617613 41.838327),2023-240299
2023,256759,Warren Apartments,Not Submitted,1533 W.Warren Blvd,60607,0.0,,Near West Side,Residential,,,,,,,,,,,,,,,,,41.977336,-87.839497,POINT (-87.839497 41.977336),2023-256759
2023,137063,West Point Plaza Venture LLLP,Submitted,300 S Damen,60612,1.0,,Near West Side,Multifamily Housing,172118,1978,1,,15,8943192.6,2270638.7,,,,65.2,159.3,71.4,176.1,1371.9,8,41.956582,-87.654456,POINT (-87.654456 41.956582),2023-137063
2023,131935,Continental Nursing & Rehabilitation Center,Submitted,5336 N. Western Avenue,60625,1.0,,Lincoln Square,Senior Living Community,51000,1976,1,,9,2286099.2,7577060.1,,,,193.4,281.5,212.3,299.6,722.3,14.2,41.903441,-87.668505,POINT (-87.668505 41.903441),2023-131935
2023,256568,Vista Tower,Not Submitted,363 E Wacker Dr,60601,0.0,,Loop,,,,,,,,,,,,,,,,,,41.67812,-87.662639,POINT (-87.662639 41.67812),2023-256568
2023,101799,200 South Wacker Property LLC,Submitted,200 South Wacker Drive,60606,3.0,,Loop,Office,843070,1981,1,,67,43220220.1,,,,,51.3,143.5,55.6,155.7,6047.4,7.2,41.893857,-87.635796,POINT (-87.635796 41.893857),2023-101799
2023,175845,The Park Terrace,Submitted,2451 W Howard St,60645,2.0,,West Ridge,Multifamily Housing,84000,1948,1,,44,1837390.1,5196279.7,,,,83.7,126.2,105.3,147.3,533.1,6.3,41.759231,-87.559598,POINT (-87.559598 41.759231),2023-175845
2023,100489,,Not Submitted,4520 4528 S Drexel Blvd,60653,0.0,,Kenwood,Residential,,,,,,,,,,,,,,,,,41.933726,-87.641519,POINT (-87.641519 41.933726),2023-100489
2023,255925,1955 North Richmond Street,Submitted,1955 North Richmond Street,60622,2.5,,Logan Square,Multifamily Housing,53000,2018,1,,53,965815.1,2608399.7,,,,67.4,102.7,74.5,109.7,273.7,5.2,41.895051,-87.634013,POINT (-87.634013 41.895051),2023-255925
2023,115784,"The Highland Apartments, LLC",Submitted,7455-7469 N. Greenview Ave.,60626,4.0,,Rogers Park,Multifamily Housing,51330,1915,1,,89,669360.9,3576122.9,,,,82.7,109.7,93.7,121.1,283.6,5.5,41.895348,-87.643105,POINT (-87.643105 41.895348),2023-115784
2023,251996,(IL1068) - Prairie Pointe at Central Station Condo (1600 S Prairie Ave ),Submitted,1600 S Prairie Ave,60616,1.5,,Near South Side,Multifamily Housing,269200,2006,1,,36,6888020.6,16575953.6,,,,87.2,136.3,92.4,140.9,1844.2,6.9,41.705567,-87.601074,POINT (-87.601074 41.705567),2023-251996
2023,126126,Pete's Kedgie,Submitted,4700 S. Kedgie,60632,2.0,,Brighton Park,Supermarket/Grocery Store,54000,1990,0,,41,8620073.9,5885497.1,,,,268.6,561.4,279.1,571.6,1518.7,28.1,42.006496,-87.661359,POINT (-87.661359 42.006496),2023-126126
2023,251443,Madison Elementary -CPS,Not Covered 2024,7401 S Dorchester,60619,,true,South Shore,K-12 School,,,,,,,,,,,,,,,,,41.698014,-87.595716,POINT (-87.595716 41.698014),2023-251443
2023,239078,801 S Plymouth Court,Submitted,801 South Plymouth Court,60605,2.0,,Loop,Multifamily Housing,250000,1983,1,,50,7224731.7,6968210.1,,,,56.8,110.2,61.7,119.5,1381,5.5,41.90872,-87.626129,POINT (-87.626129 41.90872),2023-239078
2023,175340,,Not Submitted,4310 4322 N Clarendon Ave,60613,0.0,,Uptown,Residential,,,,,,,,,,,,,,,,,41.880376,-87.763275,POINT (-87.763275 41.880376),2023-175340
2023,160354,Asbury Plaza Venture LLLP,Submitted,750 N. Dearborn,60654,4.0,,Near North Side,Multifamily Housing,356989,1981,1,,67,7368304.9,19066570.9,,,,74,113.9,82.8,123.6,2043.7,5.7,41.967234,-87.663986,POINT (-87.663986 41.967234),2023-160354
2023,119223,1980 - KIMBALL & ADDISON,Submitted,3500 N Kimball Ave,60618,3.0,,Avondale,Retail Store,109634,2003,1,2715,65,3665078,6580599.8,,,,93.5,156.6,105.9,170.1,862.3,7.9,41.76407,-87.602011,POINT (-87.602011 41.76407),2023-119223
2023,101356,DePaul College Prep,Not Covered 2024,3633 N California,60618,,true,Irving Park,K-12 School,,,,,,,,,,,,,,,,,41.883498,-87.6372,POINT (-87.6372 41.883498),2023-101356
2023,114798,The Woodlawn Condominium Association,Submitted,5042-5056 S. Woodlawn Ave.,60616,4.0,,Kenwood,Multifamily Housing,59728,1908,1,,,577117.2,3364562.1,,,,66,86.2,74.1,95.9,259.5,4.3,41.804756,-87.583864,POINT (-87.583864 41.804756),2023-114798
2023,250144,11 East Adams LLC,Submitted,11 East Adams,60603,3.5,,Loop,Office,161166,1961,1,,58,5471756.9,10746221.4,,,,100.6,165.1,117.5,185,1336.4,8.3,41.987526,-87.84508,POINT (-87.84508 41.987526),2023-250144
2023,256885,Westerly - CO (ws320),Submitted,740 N Aberdeen St,60642,4.0,,West Town,Multifamily Housing,220601,2020,1,5304,70,4950510.9,6453121,,,,51.7,93.5,55,97,1035.4,4.7,41.754691,-87.645507,POINT (-87.645507 41.754691),2023-256885
2023,158743,Buena Pointe Condominium,Submitted,4350 N Broadway,60613,1.0,,Uptown,Multifamily Housing,149524,2004,1,,29,3436552.5,8746753,,,,81.5,125.8,88,132.3,945.4,6.3,41.89498,-87.6244,POINT (-87.6244 41.89498),2023-158743
2023,251859,Epic Academy Charter High School,Submitted,8255 S. Houston,60617,3.5,,South Chicago,K-12 School,69921,1902,1,,77,997031.7,2285377.8,,,,46.9,74.2,54.5,82.1,260.9,3.7,41.937577,-87.642531,POINT (-87.642531 41.937577),2023-251859
2023,103712,Water Tower Place,Submitted,835 N. Michigan Avenue,60611,,true,Near North Side,Mixed Use Property,2581145,1976,1,65139,,137543611,63254981.4,,,,77.8,174.9,81.6,181.5,22604.8,8.8,41.953774,-87.648061,POINT (-87.648061 41.953774),2023-103712
2023,251282,1100 N. Dearborn,Submitted,1100 N. Dearborn St.,60610,3.5,,Near North Side,Multifamily Housing,179090,1930,1,6394,51,3088931.6,14207235,,,,96.6,131.6,109.6,144.9,1186.8,6.6,41.741057,-87.631826,POINT (-87.631826 41.741057),2023-251282
2023,160372,AMLI River North,Submitted,71 West Hubbard St,60654,2.5,,Near North Side,Multifamily Housing,452449,2013,1,14546,55,13650046.2,15551798.3,,,,64.5,120.6,67.4,123.6,2735.9,6,41.892711,-87.620131,POINT (-87.620131 41.892711),2023-160372
2023,113593,(IL1039) - 1335 Astor Cooperative (1335 N. Astor St.),Submitted,1335 N. Astor St.,60660,3.0,,Near North Side,Multifamily Housing,110100,1949,1,,62,1695463.4,6897900.6,,,,78.1,108.9,88.5,120,603.6,5.5,41.994487,-87.670298,POINT (-87.670298 41.994487),2023-113593
2023,101874,444 N. Michigan,Submitted,444 N. Michigan Avenue,60611,1.5,,Near North Side,Office,517115,1976,1,8759,36,40658021.4,39649.4,,,,78.7,220.2,85.4,239,5691,11,41.910352,-87.633269,POINT (-87.633269 41.910352),2023-101874
2023,252251,Chinatown,Submitted,300 W 23rd St.,60616,4.0,,Armour Square,Multifamily Housing,114205,1976,1,,81,3366684.6,1858978.6,,,,45.8,99.6,50.5,111.5,569.8,5,41.893691,-87.62692,POINT (-87.62692 41.893691),2023-252251
2023,260123,,Not Submitted,5355 5371 N Delphia Ave,60656,0.0,,Ohare,Residential,,,,,,,,,,,,,,,,,41.889062,-87.633485,POINT (-87.633485 41.889062),2023-260123
2023,254977,10643 - LVW  Lakeview,Submitted,3201 North Ashland Avenue,60657,4.0,,Lake View,Supermarket/Grocery Store,82147,2017,1,4534,64,12279972.7,7831100,,,,244.8,518.7,254.2,528.6,2134.2,26,41.754944,-87.724552,POINT (-87.724552 41.754944),2023-254977
2023,112698,6300 Sheridan Building Condominium Association,Submitted,6300 North Sheridan,60660,3.0,,Edgewater,Multifamily Housing,140841,1978,1,,61,1671477.4,9580800.1,,,,79.9,104.7,91,116.2,742.8,5.3,41.916251,-87.634906,POINT (-87.634906 41.916251),2023-112698
2023,172900,Victory Centre of Galewood,Not Submitted,2370 N Newcastle Ave,60707,0.0,,Montclare,Senior Care Community,,,,,,,,,,,,,,,,,42.019289,-87.675059,POINT (-87.675059 42.019289),2023-172900
2023,175817,BENCHMARK ID #175817,Submitted,1450 N Cicero Ave,60651,4.0,,Austin,Other - Mall,87000,1980,1,150,,1626175,1958120.8,,,,41.2,76,51.5,86.8,331.5,3.8,41.882695,-87.632531,POINT (-87.632531 41.882695),2023-175817
2023,175825,Sutherland,Submitted,4659 S. Drexel,60615,2.0,,Kenwood,Multifamily Housing,145230,1918,1,,48,5028484.5,2688318.6,,,,53.1,116.4,57.1,125.9,846.4,5.8,41.87859,-87.664196,POINT (-87.664196 41.87859),2023-175825
2023,160343,100 W. Chestnut St.,Submitted,100 W. Chestnut St.,60642,4.0,,Near North Side,Multifamily Housing,292445,1983,1,11133,91,5429023.9,9773060.2,,,,52,87.1,56.6,92,1278.7,4.4,41.987469,-87.790161,POINT (-87.790161 41.987469),2023-160343
2023,104100,711 W Gordon Terrace,Submitted,711 W Gordon Terrace,60613,3.0,,Uptown,Multifamily Housing,121026,1979,1,,63,5153150.5,,,,,42.6,119.2,46,128.9,721,6,41.985932,-87.728369,POINT (-87.728369 41.985932),2023-104100
2023,160347,Dwight Lofts (dw26),Submitted,642 S Clark St,60605,1.0,,Loop,Multifamily Housing,196808,2008,1,19087,21,7617072.9,6466996,,,,71.6,142.9,72.9,143.7,1409.3,7.2,41.890798,-87.642252,POINT (-87.642252 41.890798),2023-160347
2023,102323,,Not Submitted,3515 3525 W Franklin Blvd,60624,0.0,,Humboldt Park,Residential,,,,,,,,,,,,,,,,,41.868834,-87.626009,POINT (-87.626009 41.868834),2023-102323
2023,244200,Michigan Avenue Tower Condominium Association,Submitted,1250 S. Michigan Ave.,60605,2.5,,Near South Side,Multifamily Housing,402711,2008,1,,58,11723369.1,9854764.4,,,,53.6,107.2,57.7,114,2163.8,5.4,41.935715,-87.637792,POINT (-87.637792 41.935715),2023-244200
2023,102368,Bradley Business Center II,Submitted,2500 West Bradley Place,60618,,true,North Center,Other,374000,1956,1,,,7375153.2,7512720.6,,,,39.8,76.3,43,80.3,1431,3.8,41.944531,-87.642337,POINT (-87.642337 41.944531),2023-102368
2023,251535,U Of C - Donoghue,Submitted,707 E 37th St,60653,1.0,,Oakland,K-12 School,74828,1963,1,,20,2033091.4,5206240.2,,,,96.7,149.1,111,164.9,561,7.5,41.962505,-87.679153,POINT (-87.679153 41.962505),2023-251535
2023,160397,ABLA/Brooks Homes,Submitted,1324 S. Loomis Street,60608,1.0,,Near West Side,Multifamily Housing,279510,1997,26,,9,8631294.4,26310700.3,,,,125,185.3,135.5,196.8,2605.2,9.3,41.844233,-87.621958,POINT (-87.621958 41.844233),2023-160397
2023,257064,Cassidy on Canal,Not Covered 2024,350 N Canal St,60654,,true,Near West Side,Residential,,,,,,,,,,,,,,,,,41.88842,-87.640179,POINT (-87.640179 41.88842),2023-257064
2023,164980,WTTW 11 - Main Campus,Submitted,5400 N. St. Louis,60625,2.0,,North Park,Office,183047,1964,1,,22,14300432.6,,,,,78.1,218.7,78.1,218.7,2000.9,10.9,41.89461,-87.634001,POINT (-87.634001 41.89461),2023-164980
2023,257105,,Not Covered 2024,1203 N California Ave,60622,,true,West Town,Residential,,,,,,,,,,,,,,,,,41.903216,-87.696464,POINT (-87.696464 41.903216),2023-257105
2023,242162,The Caravel,Submitted,635 North Dearborn Street,60654,3.5,,Near North Side,Multifamily Housing,212000,2003,1,,72,3747486.7,12618689.6,,,,77.2,112,84.3,119.4,1194.6,5.6,41.882411,-87.637175,POINT (-87.637175 41.882411),2023-242162
2023,132435,,Not Submitted,1335 1345 W Lake St,60607,0.0,,Near West Side,Commercial,,,,,,,,,,,,,,,,,41.890042,-87.637869,POINT (-87.637869 41.890042),2023-132435
2023,101742,James R Thompson Center,Not Covered 2024,100 W Randolph St,60601,,true,Loop,Office,,,,,,,,,,,,,,,,,41.683992,-87.725017,POINT (-87.725017 41.683992),2023-101742
2023,244449,30 East Huron Condominium Association,Submitted,30 E Huron,60611,1.0,,Near North Side,Multifamily Housing,555980,1980,1,,13,27220203.9,15508092.9,,,,76.9,166.4,84.6,184.6,4632.3,8.3,41.785989,-87.591182,POINT (-87.591182 41.785989),2023-244449
2023,254978,Cubs Office Building,Submitted,1101 West Waveland Ave,60613,2.0,,Lake View,Office,247887,2017,1,,28,11201066.3,30582044.1,,,,168.6,256.1,175.9,262.7,3191.6,12.9,41.850131,-87.635273,POINT (-87.635273 41.850131),2023-254978
2023,241377,Wells Street Tower Condominium Association,Submitted,701 South Wells Street,60607,1.0,,Loop,Multifamily Housing,267196,2002,1,,26,8850348.7,15333510.9,,,,90.5,153,99.5,164.5,2052.8,7.7,41.954784,-87.668916,POINT (-87.668916 41.954784),2023-241377
2023,129621,Chalet Living and Rehab,Submitted,7350 N. Sheridan Rd.,60626,1.0,,Rogers Park,Senior Living Community,67004,1976,1,,8,3578900.6,10809012.3,,,,214.7,318.9,239.7,344.6,1074.9,16,41.854193,-87.622696,POINT (-87.622696 41.854193),2023-129621
2023,256655,The Oliver on LaSalle - lv048,Submitted,1140 N La Salle St,60610,4.0,,Near North Side,Multifamily Housing,91427,1924,2,5643,96,1793781,5753654.5,,,,82.6,121,90.9,129.5,556.6,6.1,41.93412,-87.656192,POINT (-87.656192 41.93412),2023-256655
2023,102766,Brandon Shores Condo Association,Submitted,6150 N Kenmore,60660,2.5,,Edgewater,Multifamily Housing,73000,1962,1,,58,1319352.1,4662246.4,,,,81.9,117.7,93.3,129.3,432.2,5.9,41.917444,-87.689884,POINT (-87.689884 41.917444),2023-102766
2023,252069,Chicago South Loop Hotel,Not Submitted,11 W 26th St,60616,0.0,,Douglas,Hotel,,,,,,,,,,,,,,,,,41.804568,-87.606312,POINT (-87.606312 41.804568),2023-252069
2023,121059,Center on Halsted,Submitted,3656 N Halsted,60613,1.5,,Lake View,Mixed Use Property,103640,2007,1,,31,12761184.4,9339560.1,,,,213.2,439.4,224.2,450.9,2281.6,22,41.980473,-87.654953,POINT (-87.654953 41.980473),2023-121059
2023,252058,Logan Arts Center,Submitted,915 E 60th St.,60637,2.0,,Woodlawn,Performing Arts,188821,2011,1,4221,,6469500.1,,2258092.8,6117852,,78.6,139.8,77.1,138.6,1377.6,7.3,41.809669,-87.675116,POINT (-87.675116 41.809669),2023-252058
2023,175244,Washtenaw on the Park,Submitted,4755 N Washtenaw Avenue,60625,4.0,,Lincoln Square,Multifamily Housing,51200,2007,1,,96,877890.5,671551.9,,,,30.3,61.8,33.7,65.2,158.5,3.1,41.893321,-87.618967,POINT (-87.618967 41.893321),2023-175244
2023,250141,180 N Wacker Dr,Not Submitted,180 N Wacker Dr,60606,0.0,,Loop,Office,,,,,,,,,,,,,,,,,41.805576,-87.620123,POINT (-87.620123 41.805576),2023-250141
2023,118776,Gleacher Center,Submitted,450 North Cityfront Plaza,60611,2.0,,Near North Side,College/University,214684,1993,1,,,14037022.6,1082280,,,,70.4,188.4,70.4,188.4,2021.5,9.4,41.951299,-87.650112,POINT (-87.650112 41.951299),2023-118776
2023,254534,Prairie District Lofts Condominium Association,Not Submitted,1727 S Indiana Ave,60616,0.0,,Near South Side,Residential,,,,,,,,,,,,,,,,,41.878002,-87.634409,POINT (-87.634409 41.878002),2023-254534
2023,251451,Madero,Submitted,3202 W 28th St,60623,2.5,,South Lawndale,K-12 School,62071,1996,1,,34,1935586.7,2350499.9,,,,69.1,127.1,77.1,135.7,395.7,6.4,41.827202,-87.611569,POINT (-87.611569 41.827202),2023-251451
2023,101878,200 West Jackson Boulevard Building,Submitted,200 West Jackson Blvd.,60606,3.5,,Loop,Office,534330,1971,1,,71,12535612,26381418.5,,7982928.2,,87.8,131.1,94.1,137.9,3575.9,6.7,41.88321,-87.649973,POINT (-87.649973 41.88321),2023-101878
2023,257045,,Not Covered 2024,513 S Damen Ave,60612,,true,Near West Side,Residential,,,,,,,,,,,,,,,,,41.87466,-87.675844,POINT (-87.675844 41.87466),2023-257045
2023,244503,5000 East End Condominium Association,Submitted,5000 East End Ave.,60615,3.0,,Kenwood,Multifamily Housing,234944,1928,1,,70,2335664.9,16883519.6,,,,81.8,103.3,91.2,113.6,1223.6,5.2,41.96548,-87.654642,POINT (-87.654642 41.96548),2023-244503
2023,251250,Lincoln Park Villas CA,Submitted,1920 N. Clark Street,60614,2.5,,Lincoln Park,Multifamily Housing,71733,1974,1,,53,3015863.8,866457,,,,54.1,130.4,59.8,145.6,468,6.5,41.764542,-87.559926,POINT (-87.559926 41.764542),2023-251250
2023,260093,5514 Blackstone Ave,Submitted,5514 S. Blackstone Ave,60615,2.5,,Hyde Park,Multifamily Housing,72940,1913,1,,60,675210.4,5246143.6,,,,81.2,101.4,92.4,113.1,373.1,5.1,41.988575,-87.812978,POINT (-87.812978 41.988575),2023-260093
2023,251930,The Granville Condominum Association,Submitted,1134 West Granville,60660,2.0,,Edgewater,Multifamily Housing,241280,2008,1,,42,8606853.6,14690700.1,,,,96.6,163.8,107.8,176.6,1984.6,8.2,41.769929,-87.690841,POINT (-87.690841 41.769929),2023-251930
2023,256893,(IL494) - Cirrus Condominium (211 N Harbor Dr ),Submitted,211 N Harbor Dr,60601,4.0,,Loop,Multifamily Housing,572929,2021,1,,83,15021433.7,17091251,,,,56.1,104.7,61.2,110.7,3009.6,5.3,41.770939,-87.666559,POINT (-87.666559 41.770939),2023-256893
2023,101363,1101 E Hyde Park,Submitted,1101 E Hyde Park Boulevard,60615,1.5,,Hyde Park,Multifamily Housing,69631,1923,1,,40,486504.5,4587679.7,,,,72.9,88.7,81.3,97.5,311.7,4.5,41.882987,-87.670719,POINT (-87.670719 41.882987),2023-101363
2023,257032,Optima Lakeview,Submitted,3460 N Broadway St,60657,4.0,,Lake View,Multifamily Housing,310960,2022,1,,,2126538.4,10377266.4,,,,40.2,54.2,43.6,57.8,848.7,2.7,41.889647,-87.634169,POINT (-87.634169 41.889647),2023-257032
2023,252294,Reside on Wellington,Submitted,510 West Wellington Avenue,60657,3.0,,Lake View,Multifamily Housing,72000,1949,1,2342,68,1090084,4754203.1,,,,81.2,111.7,89.3,119.8,405,5.6,41.848027,-87.640103,POINT (-87.640103 41.848027),2023-252294
2023,250111,Wicker Park Apartments,Submitted,1414 N Damen Ave,60622,3.5,,West Town,Multifamily Housing,190000,1958,2,,71,2778482.7,11923699.9,,,,77.4,106.8,84.6,114.4,1022.1,5.4,41.863734,-87.676313,POINT (-87.676313 41.863734),2023-250111
2023,252302,Eastwood Garden Apartments,Not Submitted,6531 S. Lowe Ave.,60621,0.0,,Englewood,Residential,,,,,,,,,,,,,,,,,41.885654,-87.774688,POINT (-87.774688 41.885654),2023-252302
2023,115065,700 Bittersweet Condominium Association,Submitted,700 W Bittersweet Pl,60613,3.0,,Uptown,Multifamily Housing,124600,1980,1,,67,1863210,8493227.7,,,,83.1,113.4,90.9,121.8,711.8,5.7,41.881119,-87.68225,POINT (-87.68225 41.881119),2023-115065
2023,164090,The Salvation Army Adult Rehabilitation Center,Submitted,2258 N. Clybourn Avenue,60614,4.0,,Lincoln Park,Other - Lodging/Residential,54216,1955,1,,,288896,3521599.6,,,,70.3,83.1,79.1,92.2,227.5,4.2,41.77965,-87.634897,POINT (-87.634897 41.77965),2023-164090
2023,250002,Arturo Velasquez Institute,Submitted,2800 South Western,60608,0.0,,Lower West Side,College/University,175000,1996,1,452,,6731201.1,5537220.1,,,,70.1,140.9,78.1,150.3,1194.1,6.82,41.782235,-87.586651,POINT (-87.586651 41.782235),2023-250002
2023,260083,Country Club Apartments,Not Submitted,6930 6950 S South Shore Dr,60649,0.0,,South Shore,Residential,,,,,,,,,,,,,,,,,41.828853,-87.624198,POINT (-87.624198 41.828853),2023-260083
2023,256731,Lee,Submitted,6448 S Tripp Ave,60629,1.0,,West Lawn,K-12 School,56882,1956,5,,11,2538395,2117910,,,,81.9,164,91.5,178.8,467.7,8.2,41.867484,-87.61915,POINT (-87.61915 41.867484),2023-256731
2023,101717,55 East Monroe Office,Submitted,55 East Monroe Street,60603,3.0,,Loop,Office,1609901,1972,1,,67,78147999.4,652106.5,,29540806.5,,67.3,153,70.1,162.6,12525.9,7.8,41.867398,-87.622701,POINT (-87.622701 41.867398),2023-101717
